chr,gene_id,chr,method,n_snps,beta,se,pvalue,heterogeneity_Q,heterogeneity_Q_df,heterogeneity_Q_pval,heterogeneity_I2
1,ENSG00000143815.15,1,IVW,11,0.159138039136411,0.11143007525029,0.153250813544105,7.14547649920071,0.711643418303052,0.00429906177374801,0.900406443379577
1,ENSG00000143742.14,1,IVW,4,0.0281058957027613,0.20023256016673,0.888370614110404,2.6489289629107,0.4489761631405,0.0373180908381684,0.830506529458927
1,ENSG00000196187.12,1,IVW,5,-0.292415383245097,0.174286167545219,0.0933883328246897,1.21067894383468,0.876337289288736,0.235084444295434,0.2761604604165
1,ENSG00000243709.1,1,IVW,7,-0.0503232111007612,0.0501108287352904,0.315263788066317,5.25172912140186,0.511955966885765,0.0081498879339639,0.902516684495504
1,ENSG00000143811.20,1,IVW,6,0.149262424753959,0.148826413238959,0.31589479841555,3.96914336731829,0.553867075382468,0.0201768807642244,0.860456772626814
1,ENSG00000143768.13,1,IVW,4,-0.0278266806890214,0.0767388253427346,0.716892196472932,5.4257709926482,0.143146361128736,0.00153105357493087,0.973617323450861
1,ENSG00000272562.2,1,IVW,8,-0.0274578772994476,0.0577638403661507,0.634539552365175,3.58846113026625,0.825768902423703,0.0442817777235669,0.769882166074226
1,ENSG00000163041.13,1,IVW,12,-0.00331513856602604,0.0413891173667806,0.936160215725007,7.26180779214042,0.7775027334605,0.00462857643389586,0.892932620124977
1,ENSG00000225518.3,1,IVW,5,-0.0306876938301467,0.0640370359013847,0.63178362176469,3.21737546486947,0.522129090405085,0.0304901986521932,0.837715835125178
1,ENSG00000185155.12,1,IVW,6,0.0106370903308273,0.0486110152342883,0.826789818310974,3.45499077732326,0.63020877247957,0.0333187950882667,0.817594658539777
1,ENSG00000203685.11,1,IVW,7,-0.0361415452727128,0.115563001128457,0.754475755411675,2.25567909053224,0.894746621273439,0.115517031814045,0.603336030808213
1,ENSG00000143772.11,1,IVW,3,0.109058405033213,0.278416940711252,0.69527328288625,0.0229742054541377,0.988578622133997,0.876384184691711,0
1,ENSG00000143801.18,1,IVW,6,-0.0794062065525895,0.114378805143559,0.487532452228826,3.86290428278717,0.569318558245259,0.0223977347700575,0.85261903568719
1,ENSG00000163050.18,1,IVW,4,0.0909331877095946,0.13320598733833,0.494827459843212,0.739590212910573,0.863854747455936,0.339278725828873,0
1,ENSG00000143776.20,1,IVW,11,0.00445399629689966,0.10900678231095,0.967407658501874,11.7727878672279,0.300550789013493,8.79992674394596e-05,0.974470720749998
1,ENSG00000162745.11,1,IVW,4,0.0589502421314685,0.14218322357892,0.678429198902539,1.46235333616665,0.690986012762525,0.148706972764396,0.527483546094376
1,ENSG00000162733.19,1,IVW,4,0.288120671646034,0.169299819390038,0.0887859561608215,0.980777573355256,0.805903076794053,0.257970126987548,0.178301891592968
1,ENSG00000132196.16,1,IVW,4,0.177867803844318,0.109171082271418,0.103258520504364,0.919100980467916,0.820816026945727,0.276697812804637,0.10693596852889
1,ENSG00000185860.14,1,IVW,7,-0.0229766481863046,0.0507898993305886,0.650990806203456,5.5699667045591,0.473040939113054,0.00602439711608827,0.915072932352385
1,ENSG00000143228.13,1,IVW,6,-0.0615813172100325,0.0551659031015085,0.264296692456145,2.66327890588569,0.751728780179258,0.0704908731670803,0.717743125394047
1,ENSG00000143512.13,1,IVW,5,0.0598985352342594,0.0501073162646344,0.231928842177441,1.4178647440647,0.841084170370621,0.192245452602969,0.406795201099774
1,ENSG00000143498.18,1,IVW,6,-0.00538789665999906,0.0555946615985715,0.922794753234995,4.9023099418543,0.427918495109449,0.00796149525219161,0.912710844441715
1,ENSG00000225265.2,1,IVW,13,-0.011962794652114,0.039157534378716,0.75998210478783,12.8185277770984,0.38236776286038,6.84287204007361e-05,0.970170695924729
1,ENSG00000154305.18,1,IVW,4,-0.247221092071043,0.16941793144887,0.1444995992559,1.80606500087301,0.613616013793325,0.0999067609182319,0.66024699360393
1,ENSG00000272750.1,1,IVW,7,-0.000380085135781507,0.027768496152596,0.989079185608866,2.45758706895352,0.873183823041276,0.0980181341763999,0.644698723364828
1,ENSG00000162819.12,1,IVW,6,0.0967409087403375,0.0907480619174207,0.286406333418513,3.33635147401657,0.648281052337164,0.0373512873094449,0.805691619307509
1,ENSG00000186063.13,1,IVW,4,0.0357059397828572,0.116386055991467,0.759004125065544,2.78077761479081,0.426674047207725,0.0319795534089066,0.846563045912673
1,ENSG00000287684.1,1,IVW,3,0.0577580984761349,0.16111881539584,0.719983085054517,2.98131745600226,0.225224245146952,0.0131406246313709,0.924454792731478
1,ENSG00000287338.1,1,IVW,3,0.19836306287229,0.13894329926123,0.153391252989721,0.153066169839937,0.926322266483783,0.664731785156424,0
1,ENSG00000187554.14,1,IVW,3,0.17221192697848,0.128054214272295,0.178678177368809,1.51296297992263,0.469314814261072,0.0922086667580924,0.689804165409869
1,ENSG00000198715.13,1,IVW,5,0.115364963047367,0.158918831250717,0.467877765271736,15.2330529188343,0.00424147404133132,1.23244517318784e-07,0.999721561130002
1,ENSG00000163468.15,1,IVW,4,-0.0954778670288461,0.184622815542361,0.605050779512614,0.0509817029634513,0.996984858660836,0.820360055871044,0
1,ENSG00000125462.19,1,IVW,3,0.0825599664693115,0.358406649226279,0.817817653975331,2.87233408873924,0.237837634912408,0.0151150245873861,0.917197085170269
1,ENSG00000163382.13,1,IVW,9,0.0356010559133737,0.0396047961148628,0.368701829880514,1.70484762919182,0.988762605862461,0.189104048325824,0.420028752756527
1,ENSG00000160818.17,1,IVW,3,-0.16337707213651,0.113163007927923,0.148814335665421,0.74446947925927,0.689192442755797,0.270867859265433,0.074250238651117
1,ENSG00000272971.1,1,IVW,3,-0.0727020707515162,0.119935415502209,0.544397332592885,3.37183064291031,0.185274768348878,0.00800214266050767,0.945052172552485
1,ENSG00000132702.13,1,IVW,3,-0.0181149307978379,0.200399030852556,0.927973883382948,0.426200119911129,0.808075277194802,0.431190314604059,0
1,ENSG00000132692.19,1,IVW,7,0.247766255647615,0.128085299704149,0.0530658350584271,2.88391226478128,0.823269731399086,0.0687886803246228,0.714530243706452
1,ENSG00000143320.9,1,IVW,9,0.00393663293753563,0.063624778653603,0.950664256948639,8.1822251067865,0.415875437765633,0.00106869013333008,0.949173307708108
1,ENSG00000223356.1,1,IVW,3,-0.0259922033939766,0.0796044169393549,0.744033153434136,8.79706858317993,0.0122953480975744,1.45838409049499e-05,0.998602335768862
1,ENSG00000143321.19,1,IVW,3,0.0284066875363546,0.225070540445429,0.899563815571556,0.755172286302417,0.685514146691949,0.266740899969252,0.0922413876594153
1,ENSG00000027869.12,1,IVW,3,-0.0153241834675941,0.112733520347181,0.891874402722334,2.52896975293656,0.282384721696389,0.0236031395479688,0.888340016179121
1,ENSG00000132694.19,1,IVW,7,-0.133976946227357,0.143268660104225,0.349713668006163,3.56365734726707,0.735482005123809,0.03829788731251,0.793615958703818
1,ENSG00000117036.12,1,IVW,6,-0.0948759421468717,0.149764178097404,0.526405719188257,8.4067057579639,0.135200023209585,0.000230866955482898,0.98391759779608
1,ENSG00000137936.18,1,IVW,3,-0.181186632538874,0.249557144230461,0.467818760556027,0.000812534011632695,0.999593815509449,0.977223133509415,0
1,ENSG00000260464.1,1,IVW,6,0.158990925438992,0.100012460087277,0.111899923576306,7.90826815586833,0.161364137313505,0.000380937092324515,0.979595515208502
1,ENSG00000023909.10,1,IVW,8,0.0518302095469565,0.11435314213067,0.650370949297348,3.17867503884537,0.867995968161436,0.0612818865909015,0.726931517832433
1,ENSG00000198691.14,1,IVW,4,-0.0563562842518799,0.0737895249454373,0.445019997750791,1.51374560342029,0.679101505413378,0.140153073502098,0.55137672811141
1,ENSG00000117528.14,1,IVW,11,0.123628789743564,0.127235780734408,0.331224138209385,2.39520593169034,0.992316415890164,0.120492405270924,0.585707265182886
1,ENSG00000288736.1,1,IVW,7,0.0195439558122248,0.0614499890615666,0.750449641798954,2.00551460452044,0.919190726943681,0.141202955412202,0.541668395297736
1,ENSG00000223675.1,1,IVW,6,-0.0469914278415521,0.0587044870665283,0.423436100679464,2.29453741263793,0.807068841873807,0.0987641461237775,0.648265119832606
1,ENSG00000143036.17,1,IVW,6,-0.0386583151228011,0.107029361969811,0.717954764067321,6.33178568025597,0.275259954991247,0.0018747816288283,0.956527278576473
1,ENSG00000224081.10,1,IVW,7,-0.108573442796792,0.0955964824985073,0.256062356474142,2.34833990773547,0.885039781718804,0.107156837722333,0.623121091285181
1,ENSG00000117519.16,1,IVW,7,-0.0881727354130262,0.272558421044875,0.746316368037496,13.0925061205952,0.041590237451804,4.23320867874678e-06,0.996823355508203
1,ENSG00000235501.7,1,IVW,21,0.00765772461411376,0.0373550293638946,0.837573304766364,12.872553792891,0.882784950920668,0.000262066873573454,0.931421148816003
1,ENSG00000152078.10,1,IVW,4,0.248317628351667,0.213796609181441,0.245452183918337,2.56481391700861,0.463691538958988,0.0411813604327343,0.819210455821372
1,ENSG00000226026.7,1,IVW,7,-0.008489860276719,0.0753373699542778,0.910275360806664,3.50280443850118,0.743596539688907,0.0404006845506434,0.787713943857201
1,ENSG00000122481.17,1,IVW,32,0.0308983958186677,0.03207287923977,0.33535646178196,21.468191394508,0.899007872142928,2.85874485182783e-06,0.958123725672908
1,ENSG00000287919.1,1,IVW,9,-0.0490043440722253,0.0460389443021794,0.287142697121414,11.9333857555982,0.154200886449469,3.47969716941736e-05,0.987078194771578
1,ENSG00000228971.3,1,IVW,11,0.0415149448164796,0.111196145426059,0.708888878317763,22.3505156375885,0.0134151954167403,7.92916533654601e-09,0.999399781390539
1,ENSG00000213625.9,1,IVW,18,-0.0479499186682827,0.0743381223351309,0.518911234964305,6.52559818727203,0.988900259006739,0.0104353955380646,0.848458297518907
1,ENSG00000116678.20,1,IVW,6,-0.0011877839041895,0.0839454363978247,0.988710728574931,2.4929766823402,0.777552423327587,0.0824545423856448,0.688102809450393
1,ENSG00000118473.23,1,IVW,5,0.405623711076549,0.295498699556927,0.169853369049878,6.66284971369623,0.154814399408552,0.000772210245554496,0.976764536788168
1,ENSG00000152760.10,1,IVW,12,-0.0182269272086963,0.0459770148197999,0.691783679708494,5.59014590483259,0.899265088046247,0.0152378648609864,0.839133878908447
1,ENSG00000198160.15,1,IVW,3,-0.090272637802098,0.214052676150259,0.673221413269569,1.42653564841591,0.490040212848044,0.103866051565805,0.656482322476689
1,ENSG00000289394.1,1,IVW,3,-0.119139063022243,0.0717506005121458,0.096821777792376,1.42408410988306,0.490641257375965,0.104218145311107,0.655468905262727
1,ENSG00000116704.8,1,IVW,11,0.037348544199704,0.0632377726223632,0.554785119240728,3.87653192651307,0.952744974776751,0.0455980862344484,0.754227491779297
1,ENSG00000203963.12,1,IVW,3,0.0810866593030614,0.0863904586027114,0.347932735098527,5.2925358387096,0.0709153817280171,0.00077642553033829,0.98660086886718
1,ENSG00000081985.13,1,IVW,5,-0.220157978167523,0.151367941916789,0.145819984529488,2.48814775023521,0.646759372181888,0.0654822416311663,0.740063920190934
1,ENSG00000132854.19,1,IVW,14,-0.071542694820054,0.0366116308762492,0.0506896926958158,14.7666578739955,0.322145481545826,1.82645258456861e-05,0.978184265912117
1,ENSG00000116641.18,1,IVW,4,0.386010013668628,0.30064182172864,0.199158348961294,1.42468869169363,0.699757905927955,0.155297089438228,0.508834519423257
1,ENSG00000235545.1,1,IVW,9,0.147547174519574,0.0624578460591783,0.0181595812791402,5.52274711270132,0.700518522625759,0.0108155841374332,0.873157595607684
1,ENSG00000125703.15,1,IVW,8,0.286909586153832,0.117812363766417,0.0148790508576793,7.22434228162319,0.405901332113293,0.00181291228022861,0.943814770080067
1,ENSG00000088035.18,1,IVW,6,0.0284742202478151,0.0882766318296614,0.747030980314782,7.4240282039827,0.190965843831595,0.000620647260867396,0.974277327808487
1,ENSG00000203965.13,1,IVW,18,0.0312651310153457,0.0532797325376926,0.55733067491216,8.20792235686353,0.961896356625139,0.00389350056128302,0.882808789508006
1,ENSG00000142856.17,1,IVW,26,-0.013294851848045,0.0192022651779694,0.488712209892177,42.6621650032201,0.0152392062589218,1.91432138109732e-13,0.999642793415248
1,ENSG00000116652.6,1,IVW,4,-0.0960094049234687,0.081544437499165,0.239040859543494,0.020238303270492,0.999238894840234,0.886673863944461,0
1,ENSG00000079739.17,1,IVW,3,0.0416375622842413,0.202672881132184,0.837226653661238,3.39841322555902,0.182828520337606,0.00773885005895155,0.946201798250261
1,ENSG00000185483.13,1,IVW,3,0.111038848421383,0.13494831985315,0.41060752981626,0.0170923942735256,0.991490217795753,0.893836164499418,0
1,ENSG00000270171.1,1,IVW,17,0.00559568406057368,0.0291926364306483,0.847991812965757,4.06438358545568,0.998788096039671,0.0437172718171784,0.754258407200094
1,ENSG00000270035.1,1,IVW,4,0.250459863655084,0.103800788855982,0.0158266043603498,4.34697642856887,0.226352549608702,0.00519654243346552,0.947928737749511
1,ENSG00000269978.1,1,IVW,3,0.069862174967427,0.103003319088696,0.497612125452271,1.37741121870079,0.502225724803371,0.111162356396432,0.635384322426906
1,ENSG00000049245.13,1,IVW,4,0.533635654642537,0.365551661888855,0.144342537780818,7.26270507810162,0.0639795183761274,0.000202351047168128,0.991190676519547
1,ENSG00000269925.1,1,IVW,4,-0.0391411739996475,0.0823034937678768,0.634379873891017,4.01404855852188,0.259951129898156,0.00761779918497128,0.935239664864971
